"";"subj.id";"age_s_c";"gender";"educ_s_c";"prior.climate.pos";"prior.climate.cert";"prior.climate.imp";"prior.climate.diff";"prior.climate.act";"prior.gmo.pos";"prior.gmo.cert";"prior.gmo.imp";"prior.gmo.diff";"prior.hom.pos";"prior.hom.cert";"prior.hom.imp";"prior.hom.diff";"condition";"topic";"version";"diff";"eff";"frustr";"order";"percc";"resp";"rt";"ideology";"num_c";"crt_c";"Duration__in_seconds_";"prior.conc";"ideology.conc";"condition.binary";"eff.index"
"384";174;0,0125585703388913;0;-0,208176691729323;50;50;49;50;50;-48;50;50;-47;50;48;49;50;"easy";"hom";"s";-48;-50;-49;2;47;0;45,753;NA;-0,0648223820420625;-0,226544622425629;546;"conc";"neutr";"0";-49
"385";175;-0,0309196905306739;1;0,291823308270677;15;8;7;20;10;11;8;8;8;14;9;15;2;"hard";"clim";"s";5;9;7;1;8;0;5,019;4;-0,0648223820420625;0,106788710907704;3410;"conc";"neutr";"1";7
"386";175;-0,0309196905306739;1;0,291823308270677;15;8;7;20;10;11;8;8;8;14;9;15;2;"hard";"gmo";"ns";11;11;14;3;14;1;73,282;4;-0,0648223820420625;0,106788710907704;3410;"disc";"neutr";"1";11
"387";175;-0,0309196905306739;1;0,291823308270677;15;8;7;20;10;11;8;8;8;14;9;15;2;"hard";"hom";"s";10;11;7;2;4;1;257,726;4;-0,0648223820420625;0,106788710907704;3410;"conc";"neutr";"1";10,5
"388";176;0,316906396425848;0;-0,208176691729323;42;32;41;-41;50;-50;42;40;-42;-50;50;50;-50;"easy";"clim";"ns";NA;NA;NA;3;NA;NA;NA;NA;NA;NA;679;"disc";NA;"0";NA
"389";176;0,316906396425848;0;-0,208176691729323;42;32;41;-41;50;-50;42;40;-42;-50;50;50;-50;"easy";"gmo";"s";NA;NA;NA;2;NA;NA;NA;NA;NA;NA;679;"conc";NA;"0";NA
"390";176;0,316906396425848;0;-0,208176691729323;42;32;41;-41;50;-50;42;40;-42;-50;50;50;-50;"easy";"hom";"s";42;42;42;1;-10;0;351,102;NA;NA;NA;679;"conc";"neutr";"0";42
"391";177;0,128500599324399;1;-0,208176691729323;42;42;32;32;42;10;31;41;21;21;21;21;42;"easy";"clim";"s";-42;-41;-50;2;50;0;50,902;5,66666666666667;-0,175933493153174;-0,226544622425629;784;"conc";"disc";"0";-41,5
"392";177;0,128500599324399;1;-0,208176691729323;42;42;32;32;42;10;31;41;21;21;21;21;42;"easy";"gmo";"s";-21;11;-30;1;50;1;89,016;5,66666666666667;-0,175933493153174;-0,226544622425629;784;"conc";"disc";"0";-5
"393";177;0,128500599324399;1;-0,208176691729323;42;42;32;32;42;10;31;41;21;21;21;21;42;"easy";"hom";"ns";-50;-50;-50;3;50;0;22,516;5,66666666666667;-0,175933493153174;-0,226544622425629;784;"disc";"neutr";"0";-50
"394";178;0,070529584831645;1;-0,208176691729323;1;1;1;1;1;-50;50;11;1;-50;50;-50;0;"hard";"clim";"s";50;-50;50;3;-50;1;5,034;4;-0,398155715375396;-0,226544622425629;595;"conc";"neutr";"1";0
"395";178;0,070529584831645;1;-0,208176691729323;1;1;1;1;1;-50;50;11;1;-50;50;-50;0;"hard";"gmo";"ns";21;11;11;1;-50;1;151,86;4;-0,398155715375396;-0,226544622425629;595;"disc";"neutr";"1";16
"396";178;0,070529584831645;1;-0,208176691729323;1;1;1;1;1;-50;50;11;1;-50;50;-50;0;"hard";"hom";"ns";50;-50;50;2;-50;1;25,264;4;-0,398155715375396;-0,226544622425629;595;"disc";"neutr";"1";0
"397";179;0,0560368312084565;1;-0,208176691729323;19;20;16;17;14;23;19;13;21;21;12;17;17;"hard";"clim";"s";28;20;20;1;16;1;30,123;4;-0,398155715375396;-0,226544622425629;298;"conc";"neutr";"1";24
"398";179;0,0560368312084565;1;-0,208176691729323;19;20;16;17;14;23;19;13;21;21;12;17;17;"hard";"gmo";"s";25;21;20;3;24;1;13,383;4;-0,398155715375396;-0,226544622425629;298;"conc";"neutr";"1";23
"399";179;0,0560368312084565;1;-0,208176691729323;19;20;16;17;14;23;19;13;21;21;12;17;17;"hard";"hom";"ns";27;20;23;2;22;0;9,43;4;-0,398155715375396;-0,226544622425629;298;"disc";"neutr";"1";23,5
"400";180;-0,117876212269804;1;0,0418233082706767;1;50;32;-50;50;31;50;20;-49;20;20;1;-48;"hard";"clim";"s";NA;NA;NA;2;NA;NA;NA;NA;NA;NA;150;"conc";NA;"1";NA
"401";180;-0,117876212269804;1;0,0418233082706767;1;50;32;-50;50;31;50;20;-49;20;20;1;-48;"hard";"gmo";"s";NA;NA;NA;3;NA;NA;NA;NA;NA;NA;150;"conc";NA;"1";NA
"402";180;-0,117876212269804;1;0,0418233082706767;1;50;32;-50;50;31;50;20;-49;20;20;1;-48;"hard";"hom";"ns";NA;NA;NA;1;NA;NA;NA;NA;NA;NA;150;"disc";"neutr";"1";NA
"403";182;-0,0599051977770507;1;-0,208176691729323;2;2;3;3;3;2;2;2;2;2;2;2;2;"hard";"clim";"ns";2;2;2;1;2;0;16,18;4;-0,175933493153174;0,106788710907704;1202;"disc";"neutr";"1";2
"404";182;-0,0599051977770507;1;-0,208176691729323;2;2;3;3;3;2;2;2;2;2;2;2;2;"hard";"gmo";"s";2;2;2;3;2;0;3,306;4;-0,175933493153174;0,106788710907704;1202;"conc";"neutr";"1";2
"405";182;-0,0599051977770507;1;-0,208176691729323;2;2;3;3;3;2;2;2;2;2;2;2;2;"hard";"hom";"ns";2;2;2;2;2;1;3,682;4;-0,175933493153174;0,106788710907704;1202;"disc";"neutr";"1";2
"406";183;0,0125585703388913;0;-0,208176691729323;50;45;50;-48;50;-49;50;50;-50;50;50;50;50;"hard";"clim";"ns";-50;-50;50;2;50;1;16,284;NA;-0,273155715375396;-0,226544622425629;236;"disc";NA;"1";-50
"407";183;0,0125585703388913;0;-0,208176691729323;50;45;50;-48;50;-49;50;50;-50;50;50;50;50;"hard";"gmo";"ns";-48;-48;-46;3;50;1;11,985;NA;-0,273155715375396;-0,226544622425629;236;"disc";NA;"1";-48
"408";183;0,0125585703388913;0;-0,208176691729323;50;45;50;-48;50;-49;50;50;-50;50;50;50;50;"hard";"hom";"s";-49;-48;-50;1;50;0;18,482;NA;-0,273155715375396;-0,226544622425629;236;"conc";"neutr";"1";-48,5
"409";184;0,11400784570121;1;-0,208176691729323;-50;50;-50;-50;-50;-50;-50;-28;-18;12;10;12;19;"hard";"clim";"s";-35;-30;-33;3;-31;0;73,885;7;0,0462887290690486;-0,226544622425629;2282;"disc";"disc";"1";-32,5
"410";184;0,11400784570121;1;-0,208176691729323;-50;50;-50;-50;-50;-50;-50;-28;-18;12;10;12;19;"hard";"gmo";"ns";-40;-39;-11;1;-34;1;116,231;7;0,0462887290690486;-0,226544622425629;2282;"conc";"conc";"1";-39,5
"411";184;0,11400784570121;1;-0,208176691729323;-50;50;-50;-50;-50;-50;-50;-28;-18;12;10;12;19;"hard";"hom";"s";-31;-32;-23;2;-24;0;70,836;7;0,0462887290690486;-0,226544622425629;2282;"disc";"neutr";"1";-31,5
"412";185;0,360384657295413;0;0,0418233082706767;23;22;30;41;47;-8;-19;-10;34;27;21;33;50;"hard";"clim";"ns";11;11;-19;2;12;1;89,099;NA;-0,0648223820420625;0,440122044241037;1536;"disc";NA;"1";11
"413";185;0,360384657295413;0;0,0418233082706767;23;22;30;41;47;-8;-19;-10;34;27;21;33;50;"hard";"gmo";"s";11;10;-20;1;20;0;114,353;NA;-0,0648223820420625;0,440122044241037;1536;"conc";NA;"1";10,5
"414";185;0,360384657295413;0;0,0418233082706767;23;22;30;41;47;-8;-19;-10;34;27;21;33;50;"hard";"hom";"s";-23;12;-17;3;31;0;38,466;NA;-0,0648223820420625;0,440122044241037;1536;"conc";"neutr";"1";-5,5
"415";186;0,0270513239620797;1;0,291823308270677;32;31;30;-50;10;-50;50;30;-50;50;50;25;-50;"hard";"clim";"ns";-30;13;-50;1;3;0;271,369;2,33333333333333;0,268510951291271;0,106788710907704;1371;"disc";"disc";"1";-8,5
"416";186;0,0270513239620797;1;0,291823308270677;32;31;30;-50;10;-50;50;30;-50;50;50;25;-50;"hard";"gmo";"ns";-50;11;10;2;-3;0;84,852;2,33333333333333;0,268510951291271;0,106788710907704;1371;"disc";"disc";"1";-19,5
"417";186;0,0270513239620797;1;0,291823308270677;32;31;30;-50;10;-50;50;30;-50;50;50;25;-50;"hard";"hom";"s";-50;13;5;3;-3;0;26,92;2,33333333333333;0,268510951291271;0,106788710907704;1371;"conc";"neutr";"1";-18,5
"418";187;0,070529584831645;0;0,291823308270677;2;2;2;2;9;-7;16;16;25;7;13;19;-27;"easy";"clim";"s";-44;-33;-46;2;29;0;13,159;NA;NA;NA;352;"conc";NA;"0";-38,5
"419";187;0,070529584831645;0;0,291823308270677;2;2;2;2;9;-7;16;16;25;7;13;19;-27;"easy";"gmo";"ns";-26;2;-47;1;29;0;22,098;NA;NA;NA;352;"disc";NA;"0";-12
"420";187;0,070529584831645;0;0,291823308270677;2;2;2;2;9;-7;16;16;25;7;13;19;-27;"easy";"hom";"ns";-28;-37;-27;3;-45;0;6,8;NA;NA;NA;352;"disc";"neutr";"0";-32,5
"421";188;0,331399150049036;0;0,0418233082706767;21;22;32;32;-19;-50;50;48;-41;11;5;-40;42;"easy";"clim";"ns";-31;10;-41;2;45;0;215,715;7;-0,0648223820420625;0,106788710907704;2512;"disc";"conc";"0";-10,5
"422";188;0,331399150049036;0;0,0418233082706767;21;22;32;32;-19;-50;50;48;-41;11;5;-40;42;"easy";"gmo";"s";50;31;50;1;-50;0;282,594;7;-0,0648223820420625;0,106788710907704;2512;"conc";"disc";"0";40,5
"423";188;0,331399150049036;0;0,0418233082706767;21;22;32;32;-19;-50;50;48;-41;11;5;-40;42;"easy";"hom";"ns";-40;11;-40;3;50;0;155,778;7;-0,0648223820420625;0,106788710907704;2512;"disc";"neutr";"0";-14,5
"424";189;0,128500599324399;1;-0,208176691729323;-50;50;11;-49;-49;-49;50;50;-50;-2;50;3;-26;"easy";"clim";"s";-35;-38;-50;3;-50;0;272,03;7;-0,0648223820420625;-0,226544622425629;2652;"disc";"disc";"0";-36,5
"425";189;0,128500599324399;1;-0,208176691729323;-50;50;11;-49;-49;-49;50;50;-50;-2;50;3;-26;"easy";"gmo";"s";-40;-41;-49;2;-50;0;236,235;7;-0,0648223820420625;-0,226544622425629;2652;"disc";"disc";"0";-40,5
"426";189;0,128500599324399;1;-0,208176691729323;-50;50;11;-49;-49;-49;50;50;-50;-2;50;3;-26;"easy";"hom";"ns";-44;-48;-50;1;-49;1;241,476;7;-0,0648223820420625;-0,226544622425629;2652;"conc";"neutr";"0";-46
"427";192;0,0125585703388913;1;0,291823308270677;10;11;12;20;2;2;2;-16;10;-50;50;-50;-50;"easy";"clim";"ns";2;4;10;3;3;1;42,7;4,33333333333333;0,379622062402382;0,440122044241037;938;"disc";"conc";"0";3
"428";192;0,0125585703388913;1;0,291823308270677;10;11;12;20;2;2;2;-16;10;-50;50;-50;-50;"easy";"gmo";"ns";3;2;2;2;2;1;42,364;4,33333333333333;0,379622062402382;0,440122044241037;938;"disc";"conc";"0";2,5
"429";192;0,0125585703388913;1;0,291823308270677;10;11;12;20;2;2;2;-16;10;-50;50;-50;-50;"easy";"hom";"s";18;23;31;1;-32;1;107,48;4,33333333333333;0,379622062402382;0,440122044241037;938;"conc";"neutr";"0";20,5
"430";193;0,229949874686717;1;-0,208176691729323;1;0;1;1;6;5;-17;1;1;11;8;9;10;"hard";"clim";"ns";2;1;1;1;1;1;16,388;NA;NA;NA;205;"disc";NA;"1";1,5
"431";193;0,229949874686717;1;-0,208176691729323;1;0;1;1;6;5;-17;1;1;11;8;9;10;"hard";"gmo";"ns";1;1;1;2;3;0;6,894;NA;NA;NA;205;"disc";NA;"1";1
"432";193;0,229949874686717;1;-0,208176691729323;1;0;1;1;6;5;-17;1;1;11;8;9;10;"hard";"hom";"s";0;1;0;3;1;1;7,668;NA;NA;NA;205;"conc";"neutr";"1";0,5
"433";194;0,0415440775852681;1;-0,458176691729323;25;9;7;17;1;-10;12;14;9;1;4;4;4;"hard";"clim";"ns";22;14;-29;3;33;1;32,05;5,66666666666667;-0,0648223820420625;-0,226544622425629;538;"disc";"conc";"1";18
"434";194;0,0415440775852681;1;-0,458176691729323;25;9;7;17;1;-10;12;14;9;1;4;4;4;"hard";"gmo";"ns";16;10;12;1;14;1;31,81;5,66666666666667;-0,0648223820420625;-0,226544622425629;538;"disc";"conc";"1";13
"435";194;0,0415440775852681;1;-0,458176691729323;25;9;7;17;1;-10;12;14;9;1;4;4;4;"hard";"hom";"ns";9;15;-21;2;29;0;29,5;5,66666666666667;-0,0648223820420625;-0,226544622425629;538;"disc";"neutr";"1";12
"436";195;0,0850223384548334;1;0,0418233082706767;20;42;41;17;50;31;32;11;11;-31;32;-30;-5;"easy";"clim";"s";20;32;29;1;-27;0;105,256;3,33333333333333;0,0462887290690486;-0,226544622425629;888;"conc";"conc";"0";26
"437";195;0,0850223384548334;1;0,0418233082706767;20;42;41;17;50;31;32;11;11;-31;32;-30;-5;"easy";"gmo";"s";18;23;19;2;-16;0;39,892;3,33333333333333;0,0462887290690486;-0,226544622425629;888;"conc";"conc";"0";20,5
"438";195;0,0850223384548334;1;0,0418233082706767;20;42;41;17;50;31;32;11;11;-31;32;-30;-5;"easy";"hom";"ns";21;20;43;3;-10;0;19,725;3,33333333333333;0,0462887290690486;-0,226544622425629;888;"disc";"neutr";"0";20,5
"439";196;0,070529584831645;1;-0,208176691729323;20;50;2;1;21;20;31;10;-10;1;-50;-8;-10;"easy";"clim";"ns";21;21;11;3;50;1;76,933;7;-0,175933493153174;-0,226544622425629;1907;"disc";"conc";"0";21
"440";196;0,070529584831645;1;-0,208176691729323;20;50;2;1;21;20;31;10;-10;1;-50;-8;-10;"easy";"gmo";"ns";11;12;-9;1;50;0;135,858;7;-0,175933493153174;-0,226544622425629;1907;"disc";"conc";"0";11,5
"441";196;0,070529584831645;1;-0,208176691729323;20;50;2;1;21;20;31;10;-10;1;-50;-8;-10;"easy";"hom";"ns";21;20;20;2;-10;0;58,665;7;-0,175933493153174;-0,226544622425629;1907;"disc";"neutr";"0";20,5
"442";197;0,287920889179471;0;0,291823308270677;31;31;20;-22;31;-21;21;21;-11;11;11;-10;-10;"hard";"clim";"ns";-32;-31;-31;2;-42;0;65,61;3,66666666666667;0,15739984018016;-0,226544622425629;959;"disc";"disc";"1";-31,5
"443";197;0,287920889179471;0;0,291823308270677;31;31;20;-22;31;-21;21;21;-11;11;11;-10;-10;"hard";"gmo";"ns";-31;-30;-31;1;-33;0;93,273;3,66666666666667;0,15739984018016;-0,226544622425629;959;"disc";"disc";"1";-30,5
"444";197;0,287920889179471;0;0,291823308270677;31;31;20;-22;31;-21;21;21;-11;11;11;-10;-10;"hard";"hom";"ns";-30;-31;-40;3;-40;1;49,174;3,66666666666667;0,15739984018016;-0,226544622425629;959;"disc";"neutr";"1";-30,5
"445";199;-0,103383458646616;1;-0,208176691729323;11;27;31;-28;22;-50;50;40;-11;36;34;31;-17;"easy";"clim";"s";-34;-8;11;2;20;1;19,381;6,33333333333333;-0,0648223820420625;-0,226544622425629;1318;"conc";"disc";"0";-21
"446";199;-0,103383458646616;1;-0,208176691729323;11;27;31;-28;22;-50;50;40;-11;36;34;31;-17;"easy";"gmo";"s";-33;-20;10;1;12;1;151,55;6,33333333333333;-0,0648223820420625;-0,226544622425629;1318;"conc";"disc";"0";-26,5
"447";199;-0,103383458646616;1;-0,208176691729323;11;27;31;-28;22;-50;50;40;-11;36;34;31;-17;"easy";"hom";"s";-23;-20;1;3;1;0;9,378;6,33333333333333;-0,0648223820420625;-0,226544622425629;1318;"conc";"neutr";"0";-21,5
"448";200;-0,0888907050234276;0;-0,208176691729323;1;0;2;1;1;-1;1;2;3;3;0;-1;-2;"hard";"clim";"ns";-11;-16;-13;3;-8;1;2,541;4;-0,287044604264285;-0,226544622425629;982;"disc";"neutr";"1";-13,5
"449";200;-0,0888907050234276;0;-0,208176691729323;1;0;2;1;1;-1;1;2;3;3;0;-1;-2;"hard";"gmo";"s";-12;-10;-7;1;-7;0;10,468;4;-0,287044604264285;-0,226544622425629;982;"conc";"neutr";"1";-11
"450";200;-0,0888907050234276;0;-0,208176691729323;1;0;2;1;1;-1;1;2;3;3;0;-1;-2;"hard";"hom";"s";-13;-14;3;2;-10;0;2,4;4;-0,287044604264285;-0,226544622425629;982;"conc";"neutr";"1";-13,5
"451";202;-0,306282009371254;1;-0,458176691729323;34;48;-5;-16;13;-19;13;-30;-49;3;-1;2;2;"easy";"clim";"ns";-44;19;-47;1;39;0;99,644;NA;NA;NA;449;"disc";NA;"0";-12,5
"452";202;-0,306282009371254;1;-0,458176691729323;34;48;-5;-16;13;-19;13;-30;-49;3;-1;2;2;"easy";"gmo";"s";NA;NA;NA;3;NA;1;64,059;NA;NA;NA;449;"conc";NA;"0";NA
"453";202;-0,306282009371254;1;-0,458176691729323;34;48;-5;-16;13;-19;13;-30;-49;3;-1;2;2;"easy";"hom";"s";-26;-17;-33;2;43;1;101,349;NA;NA;NA;449;"conc";"neutr";"0";-21,5
"454";204;0,287920889179471;0;-0,208176691729323;1;1;1;50;30;-18;3;1;23;31;32;33;34;"easy";"clim";"s";20;24;1;3;21;1;263,868;4;-0,398155715375396;-0,226544622425629;2444;"conc";"neutr";"0";22
"455";204;0,287920889179471;0;-0,208176691729323;1;1;1;50;30;-18;3;1;23;31;32;33;34;"easy";"gmo";"s";36;36;31;2;-35;1;155,664;4;-0,398155715375396;-0,226544622425629;2444;"conc";"neutr";"0";36
"456";204;0,287920889179471;0;-0,208176691729323;1;1;1;50;30;-18;3;1;23;31;32;33;34;"easy";"hom";"s";50;50;50;1;-50;0;398,508;4;-0,398155715375396;-0,226544622425629;2444;"conc";"neutr";"0";50
"457";206;0,244442628309906;1;0,0418233082706767;50;49;50;-48;50;13;12;42;-12;50;48;47;-24;"hard";"clim";"s";23;20;44;1;12;1;52,449;4,33333333333333;-0,398155715375396;-0,226544622425629;447;"conc";"disc";"1";21,5
"458";206;0,244442628309906;1;0,0418233082706767;50;49;50;-48;50;13;12;42;-12;50;48;47;-24;"hard";"gmo";"s";46;47;45;3;46;0;24,057;4,33333333333333;-0,398155715375396;-0,226544622425629;447;"conc";"disc";"1";46,5
"459";206;0,244442628309906;1;0,0418233082706767;50;49;50;-48;50;13;12;42;-12;50;48;47;-24;"hard";"hom";"s";47;49;47;2;48;0;28,929;4,33333333333333;-0,398155715375396;-0,226544622425629;447;"conc";"neutr";"1";48
"460";209;0,403862918164978;1;-0,458176691729323;-50;50;1;-40;1;1;1;1;50;10;10;11;31;"easy";"clim";"s";41;31;30;3;50;0;182,723;7;-0,175933493153174;-0,226544622425629;1780;"disc";"disc";"0";36
"461";209;0,403862918164978;1;-0,458176691729323;-50;50;1;-40;1;1;1;1;50;10;10;11;31;"easy";"gmo";"ns";31;31;-50;2;50;0;127,644;7;-0,175933493153174;-0,226544622425629;1780;"conc";"conc";"0";31
"462";209;0,403862918164978;1;-0,458176691729323;-50;50;1;-40;1;1;1;1;50;10;10;11;31;"easy";"hom";"ns";41;41;-49;1;50;1;126,263;7;-0,175933493153174;-0,226544622425629;1780;"conc";"neutr";"0";41
"463";210;-0,277296502124877;0;0,291823308270677;24;21;11;-19;31;-17;-13;14;-13;-16;-46;-26;16;"hard";"clim";"s";22;34;-42;3;-50;1;229,977;6;0,15739984018016;0,440122044241037;1502;"conc";"disc";"1";28
"464";210;-0,277296502124877;0;0,291823308270677;24;21;11;-19;31;-17;-13;14;-13;-16;-46;-26;16;"hard";"gmo";"s";-18;21;-40;1;-43;1;157,332;6;0,15739984018016;0,440122044241037;1502;"conc";"disc";"1";1,5
"465";210;-0,277296502124877;0;0,291823308270677;24;21;11;-19;31;-17;-13;14;-13;-16;-46;-26;16;"hard";"hom";"s";-13;15;-37;2;-21;1;90,825;6;0,15739984018016;0,440122044241037;1502;"conc";"neutr";"1";1
"466";211;-0,219325487632123;1;-0,458176691729323;8;9;10;10;1;1;-1;1;1;1;1;1;1;"easy";"clim";"ns";1;1;1;3;1;1;19,262;4;-0,398155715375396;-0,226544622425629;715;"disc";"neutr";"0";1
"467";211;-0,219325487632123;1;-0,458176691729323;8;9;10;10;1;1;-1;1;1;1;1;1;1;"easy";"gmo";"s";1;1;1;2;1;1;15,202;4;-0,398155715375396;-0,226544622425629;715;"conc";"neutr";"0";1
"468";211;-0,219325487632123;1;-0,458176691729323;8;9;10;10;1;1;-1;1;1;1;1;1;1;"easy";"hom";"ns";1;1;1;1;1;0;52,952;4;-0,398155715375396;-0,226544622425629;715;"disc";"neutr";"0";1
"469";212;0,186471613817152;0;0,0418233082706767;-50;-50;50;50;-50;-50;-50;50;33;50;50;41;1;"easy";"clim";"ns";-50;-50;-50;1;30;0;91,334;7;0,15739984018016;0,106788710907704;1117;"conc";"conc";"0";-50
"470";212;0,186471613817152;0;0,0418233082706767;-50;-50;50;50;-50;-50;-50;50;33;50;50;41;1;"easy";"gmo";"s";-49;-50;-50;3;-50;1;88,929;7;0,15739984018016;0,106788710907704;1117;"disc";"disc";"0";-49,5
"471";212;0,186471613817152;0;0,0418233082706767;-50;-50;50;50;-50;-50;-50;50;33;50;50;41;1;"easy";"hom";"ns";-49;-50;-50;2;24;1;97,202;7;0,15739984018016;0,106788710907704;1117;"conc";"neutr";"0";-49,5
"472";214;0,200964367440341;0;0,0418233082706767;-50;50;2;2;-47;-50;50;36;-49;3;50;-1;-46;"hard";"clim";"s";-42;-50;27;2;50;0;97,856;4;-0,0648223820420625;-0,226544622425629;1048;"disc";"neutr";"1";-46
"473";214;0,200964367440341;0;0,0418233082706767;-50;50;2;2;-47;-50;50;36;-49;3;50;-1;-46;"hard";"gmo";"ns";-50;-50;3;1;50;0;82,001;4;-0,0648223820420625;-0,226544622425629;1048;"conc";"neutr";"1";-50
"474";214;0,200964367440341;0;0,0418233082706767;-50;50;2;2;-47;-50;50;36;-49;3;50;-1;-46;"hard";"hom";"s";-33;-37;23;3;50;1;66,86;4;-0,0648223820420625;-0,226544622425629;1048;"disc";"neutr";"1";-35
"475";215;0,229949874686717;1;0,0418233082706767;42;34;20;-6;41;-15;10;7;8;7;6;6;4;"hard";"clim";"s";6;11;1;3;33;1;27,124;NA;NA;NA;513;"conc";NA;"1";8,5
"476";215;0,229949874686717;1;0,0418233082706767;42;34;20;-6;41;-15;10;7;8;7;6;6;4;"hard";"gmo";"s";18;10;7;1;5;0;58,734;NA;NA;NA;513;"conc";NA;"1";14
"477";215;0,229949874686717;1;0,0418233082706767;42;34;20;-6;41;-15;10;7;8;7;6;6;4;"hard";"hom";"s";7;11;-6;2;19;0;38,161;NA;NA;NA;513;"conc";"neutr";"1";9
"478";216;0,157486106570775;1;0,0418233082706767;-8;10;9;-31;20;21;22;-20;-41;-30;21;-30;-31;"hard";"clim";"s";-31;-30;-39;3;-39;1;138,478;4,33333333333333;0,15739984018016;-0,226544622425629;2130;"disc";"disc";"1";-30,5
"479";216;0,157486106570775;1;0,0418233082706767;-8;10;9;-31;20;21;22;-20;-41;-30;21;-30;-31;"hard";"gmo";"ns";-30;-20;-40;1;-40;0;119,748;4,33333333333333;0,15739984018016;-0,226544622425629;2130;"conc";"conc";"1";-25
"480";216;0,157486106570775;1;0,0418233082706767;-8;10;9;-31;20;21;22;-20;-41;-30;21;-30;-31;"hard";"hom";"s";-40;-30;-41;2;-42;1;134,892;4,33333333333333;0,15739984018016;-0,226544622425629;2130;"disc";"neutr";"1";-35
"481";217;0,200964367440341;1;0,0418233082706767;22;23;50;20;49;16;-48;25;50;15;-50;20;50;"hard";"clim";"s";26;37;13;2;50;0;107,636;6,33333333333333;-0,0648223820420625;-0,226544622425629;1206;"conc";"disc";"1";31,5
"482";217;0,200964367440341;1;0,0418233082706767;22;23;50;20;49;16;-48;25;50;15;-50;20;50;"hard";"gmo";"s";31;31;15;1;50;0;144,133;6,33333333333333;-0,0648223820420625;-0,226544622425629;1206;"conc";"disc";"1";31
"483";217;0,200964367440341;1;0,0418233082706767;22;23;50;20;49;16;-48;25;50;15;-50;20;50;"hard";"hom";"s";35;33;50;3;-46;0;129,356;6,33333333333333;-0,0648223820420625;-0,226544622425629;1206;"conc";"neutr";"1";34
"484";219;0,316906396425848;1;0,291823308270677;-8;20;-21;-20;50;-10;-10;11;10;9;10;-10;11;"hard";"clim";"s";-10;-10;-9;3;50;1;64,66;3;0,15739984018016;0,106788710907704;1194;"disc";"conc";"1";-10
"485";219;0,316906396425848;1;0,291823308270677;-8;20;-21;-20;50;-10;-10;11;10;9;10;-10;11;"hard";"gmo";"ns";-9;9;-8;1;50;0;140,436;3;0,15739984018016;0,106788710907704;1194;"conc";"disc";"1";0
"486";219;0,316906396425848;1;0,291823308270677;-8;20;-21;-20;50;-10;-10;11;10;9;10;-10;11;"hard";"hom";"s";-10;-10;-9;2;50;1;45,973;3;0,15739984018016;0,106788710907704;1194;"disc";"neutr";"1";-10
"487";220;0,142993352947587;1;-0,208176691729323;22;25;25;-13;27;1;1;1;1;1;9;10;-7;"hard";"clim";"ns";NA;NA;NA;2;NA;NA;NA;NA;NA;NA;180;"disc";NA;"1";NA
"488";220;0,142993352947587;1;-0,208176691729323;22;25;25;-13;27;1;1;1;1;1;9;10;-7;"hard";"gmo";"ns";NA;NA;NA;3;NA;NA;NA;NA;NA;NA;180;"disc";NA;"1";NA
"489";220;0,142993352947587;1;-0,208176691729323;22;25;25;-13;27;1;1;1;1;1;9;10;-7;"hard";"hom";"s";NA;NA;NA;1;NA;NA;NA;NA;NA;NA;180;"conc";"neutr";"1";NA
"490";221;0,0560368312084565;1;0,291823308270677;-49;42;-29;33;-41;-19;32;21;10;-9;32;-20;-8;"hard";"clim";"ns";-50;-41;-50;2;32;1;67,066;6,66666666666667;0,268510951291271;0,106788710907704;1171;"conc";"conc";"1";-45,5
"491";221;0,0560368312084565;1;0,291823308270677;-49;42;-29;33;-41;-19;32;21;10;-9;32;-20;-8;"hard";"gmo";"s";-21;-29;-50;1;32;0;114,183;6,66666666666667;0,268510951291271;0,106788710907704;1171;"disc";"disc";"1";-25
"492";221;0,0560368312084565;1;0,291823308270677;-49;42;-29;33;-41;-19;32;21;10;-9;32;-20;-8;"hard";"hom";"s";-30;-30;-40;3;11;0;56,084;6,66666666666667;0,268510951291271;0,106788710907704;1171;"disc";"neutr";"1";-30
"493";223;0,244442628309906;0;0,0418233082706767;35;32;41;-50;40;2;3;20;-16;14;3;-40;-20;"easy";"clim";"s";15;14;2;3;-31;0;74,565;6,66666666666667;-0,0648223820420625;-0,226544622425629;1283;"conc";"disc";"0";14,5
"494";223;0,244442628309906;0;0,0418233082706767;35;32;41;-50;40;2;3;20;-16;14;3;-40;-20;"easy";"gmo";"ns";20;13;12;2;-36;0;25,501;6,66666666666667;-0,0648223820420625;-0,226544622425629;1283;"disc";"conc";"0";16,5
"495";223;0,244442628309906;0;0,0418233082706767;35;32;41;-50;40;2;3;20;-16;14;3;-40;-20;"easy";"hom";"ns";20;2;3;1;-40;1;58,779;6,66666666666667;-0,0648223820420625;-0,226544622425629;1283;"disc";"neutr";"0";11
"496";224;0,302413642802659;0;0,291823308270677;-33;31;-20;-22;-28;-50;50;28;-35;16;32;-22;-14;"easy";"clim";"ns";-45;-34;-46;1;49;0;112,083;5,66666666666667;0,0462887290690486;-0,226544622425629;1947;"conc";"conc";"0";-39,5
"497";224;0,302413642802659;0;0,291823308270677;-33;31;-20;-22;-28;-50;50;28;-35;16;32;-22;-14;"easy";"gmo";"s";32;33;32;3;38;0;169,554;5,66666666666667;0,0462887290690486;-0,226544622425629;1947;"disc";"disc";"0";32,5
